ParticleID,InitialSpeed(m/s),InitialPosX(m),InitialPosY(m),InitialPosZ(m),CollisionType,MinEarthDistance(m),MinJupiterDistance(m)
263,33916.87768685427,155889619389.9455,240791835.42153043,-921005142.1709869,0,872654099.786034,870459128516.8922
264,33926.68659673244,155888765940.3072,240544428.9591807,-923237357.4455738,0,881010720.296607,870458421230.9731
265,33932.12496179486,155889781432.62637,243181426.53282443,-922688650.4730499,0,888403463.5019386,870461081770.6606
266,33912.8525128427,155892260647.85748,238931234.02632433,-921344634.4181111,0,873069888.8760293,870459422755.8008
267,33900.43940123947,155892154608.9395,240481813.29166105,-921813927.1336282,0,866787316.3041933,870460541672.2041
268,33895.729818011976,155888968336.53937,242803880.9889066,-921453617.1516751,0,867721924.3291022,870460246891.361
269,33925.4591516442,155889698917.88895,240559284.8662352,-922526202.0284432,0,876815703.446299,870459025757.9801
270,33894.13952814642,155889574619.83984,241046173.6237267,-921280567.8295603,0,868816932.3242955,870459296370.7991
271,33911.85770200551,155889608869.44772,240792116.3209966,-920771557.5604101,0,872999656.8530382,870459118992.3989
272,33910.93896342503,155890391174.39456,241341736.43743414,-921895352.8296571,0,877533304.49324,870460059716.5126
273,33902.29386062417,155890031105.65204,242668519.2669599,-922233712.9330366,0,875957955.3193101,870460845137.5977
274,33912.569920738875,155891258821.0935,241180900.63716602,-922374426.4602554,0,875818498.9868085,870460506680.2445
275,33902.82580792711,155888801708.17377,241759839.1132729,-921990242.7754611,0,866110186.7298712,870459350968.7906
276,33912.49811799965,155890906662.90326,239662049.08060214,-922156182.8413756,0,877324925.5542516,870459116062.1592
277,33888.02513328213,155889867738.60025,240381112.0201919,-921189114.2899754,0,865160514.8875105,870458977700.3256
278,33912.49762164413,155890485489.15094,240221522.0796614,-922679117.2040728,0,872441296.2735894,870459278190.7838
279,33930.27881831568,155891058306.46808,240746068.0367718,-921552205.5171744,0,880721611.0973418,870460032790.9758
280,33903.85243649927,155890381234.06516,241585791.39360303,-921068747.338877,0,870165913.9757934,870460226454.6234
281,33908.891317163005,155890085600.65823,242416703.04179215,-923204597.0850174,0,869992947.9873339,870460700477.127
282,33910.577623326986,155891367356.21872,241631179.03678122,-921201923.7443819,0,876229174.334904,870460901648.7556
283,33910.36922173658,155889740624.42996,241967370.31773156,-922201470.2064378,0,870756102.1455642,870460120011.4739
284,33906.58582800929,155890587729.8177,239989233.11387974,-922450320.0416181,0,870333297.4854567,870459164264.8428
285,33902.25925106258,155890193875.7045,241423866.7434375,-921475229.214394,0,867034355.016513,870459987996.587
286,33890.882770679615,155890177147.8415,237475966.97649562,-920458163.8566607,0,856248601.2118167,870456951187.2317
287,33894.353673079364,155890799732.09094,242794733.5591706,-923092099.0893906,0,869615171.768689,870461448587.5931
288,33915.87804957163,155887835975.48602,241533035.37512472,-920180366.6151799,0,876172229.323088,870458528426.3914
289,33933.76103256238,155889881979.73474,240722073.8493184,-920653577.941042,0,881448067.8252133,870459240657.1094
290,33891.74285898848,155892051849.0769,241320963.00704893,-920514918.6608678,0,864257345.2472857,870461095962.515
291,33911.89902375988,155890687049.59814,241171338.17245886,-920748043.3722466,0,871398501.1038254,870460104224.012
292,33917.11822603062,155889633601.64404,239296171.07110292,-922352916.6103069,0,874583508.9096587,870458016141.4695
293,33913.198075604305,155889671058.10574,240714985.84138793,-920386038.0389781,0,875421747.3459802,870459094927.9729
294,33900.242245277914,155890618058.34967,241453478.60078418,-921600444.8368636,0,869986094.0158895,870460287031.6456
295,33908.3138298702,155891391259.6988,240179899.5218694,-920390828.3456432,0,872362305.6500777,870459798806.9503
296,33915.449375866614,155890845571.2792,241470732.21512747,-920131859.8509372,0,871111068.1094855,870460424216.6058
297,33920.508559205526,155887876528.6435,241950005.52196017,-920102079.063699,0,874360023.3899602,870458871140.1721
298,33898.96625095352,155888970879.8488,240263537.4854907,-922079006.3299981,0,868362884.3670192,870458321199.0984
299,33877.901381322736,155888902582.61548,242543156.28414243,-920764328.9121534,0,863506319.7283244,870459995759.4421
300,33910.720444108076,155890890710.51932,241249358.8318099,-921954580.8084389,0,871845300.1359588,870460312778.2322
301,33904.096291800306,155888996720.2688,242098926.2634855,-921141241.1091228,0,867450581.9198581,870459722344.1416
302,33919.97047031981,155889921596.93283,239596719.54446036,-922991046.6277589,0,874475822.6887504,870458441177.991
303,33933.257458949985,155890293051.17316,243179866.18123826,-922255263.4109058,0,882097254.1412646,870461404111.2191
304,33918.67844449549,155890503689.93628,242366504.03973877,-921972748.091998,0,876681295.0361977,870460915446.9397
305,33908.1383588604,155890378637.14685,240588695.41750962,-921878347.614791,0,875930517.3217933,870459479233.5742
306,33894.86200937766,155890094655.76373,242579910.66087964,-921905749.9325724,0,865847593.7590226,870460809517.3196
307,33910.34013651904,155890508695.4716,240603626.24186298,-920800910.2721243,0,876084173.0996934,870459557981.7208
308,33908.68265457198,155889337579.7536,241599112.33917895,-921703165.0398779,0,874653148.5067519,870459572285.907
309,33903.82407721317,155890295700.3427,242124827.38404703,-922062116.1660198,0,870115533.159789,870460596863.1167
310,33923.62436630344,155891250469.4374,238454488.17610776,-923087376.373481,0,878342431.0825118,870458433893.8438
311,33901.69905797595,155889928665.60376,242784901.77559513,-922058146.8574944,0,868179218.4912844,870460862022.3143
312,33898.303233242805,155888909842.81384,241756144.13255292,-923016257.7340505,0,871826968.6150088,870459433156.8842
313,33899.32601962919,155889885721.74915,240553392.57002607,-921233966.1808577,0,867107748.0014762,870459121249.8772
314,33903.33160917087,155890235528.91147,240200599.05502927,-920718421.2070279,0,870770473.8320194,870459071765.9731
315,33879.44622350849,155890936224.85583,240918839.2492626,-921863853.8484312,0,860869556.5242422,870460087718.1564
316,33904.96068678747,155890756642.38934,241636462.75089505,-919074033.0295703,0,869737308.8266877,870460479135.2017
317,33906.04457618687,155888516696.6579,240914131.22966146,-921529207.2023754,0,872010540.6257205,870458516420.9468
318,33910.975606843356,155889012093.01932,242233265.4847461,-919555016.5123621,0,872997668.0341346,870459813662.8723
319,33920.47465187369,155891642298.53723,241876057.8160365,-921458182.537313,0,875809810.5397441,870461269902.4413
320,33905.3961763817,155888843780.30807,239241797.39596918,-922207300.1781871,0,866894558.3282576,870457460674.0645
321,33905.747071173624,155887822219.3141,242090969.57731432,-920987052.7386662,0,871457806.9728069,870458954891.2742
322,33907.52765642285,155890351547.70917,240108706.000114,-922259006.6249748,0,871436658.165369,870459100573.2355
323,33927.67553632329,155887435697.57266,241550197.87816182,-920794929.9939864,0,876903317.2176858,870458291903.196
324,33892.962481835464,155887846173.8862,241836864.2314776,-919841232.8007133,0,866013916.5762421,870458760719.1371
325,33898.716688433946,155891422751.6798,241878143.9485509,-922017649.4603598,0,867032908.2034191,870461136761.4697
326,33905.79271159321,155891674059.09247,242270811.8571217,-922550905.0501586,0,871521985.6455805,870461606383.1604
327,33919.48296959268,155888929868.26395,241507313.01039577,-921416529.2094642,0,870318630.349093,870459232452.3219
328,33907.29612735003,155889113578.1663,241344992.4909934,-920674708.9682862,0,869626649.2214648,870459217755.0787
329,33912.62664469742,155888575954.26318,243164547.6305847,-922473491.4045192,0,872487559.0074555,870460283270.4722
330,33912.839255383595,155890951446.2092,240693755.9622479,-921787275.6657645,0,871884785.4273019,870459926387.6498
331,33914.03606419088,155888717717.54675,241943788.6289458,-921858280.8713245,0,875185348.938413,870459436253.116
332,33903.755099448375,155890246888.53784,238777240.01337346,-921308154.9307623,0,865706656.9251701,870458001828.2897
333,33902.74712589443,155892257697.66415,242015877.00450498,-922218144.5362785,0,871823031.6945713,870461785948.8608
334,33912.76488896799,155889986122.9951,241326314.0840524,-922377108.1873604,0,874885724.25644,870459794173.8192
335,33913.45774723316,155891714862.514,240402216.96019933,-920917473.852387,0,875043166.1960466,870460186800.0061
336,33892.85324108184,155892143672.85925,242103141.5829044,-921065786.1951929,0,869419664.454147,870461761994.7523
337,33898.73059877151,155889376507.75693,242267366.11276713,-920696867.8737022,0,873633744.2543302,870460092626.1854
338,33903.91955762971,155889695517.12128,240254563.72936606,-918162557.0850942,0,872536948.5003297,870458725926.5879
339,33899.17256569642,155890697211.74854,242764597.5946612,-920792837.4686172,0,872208328.9557308,870461326139.6525
340,33902.91889527838,155889639918.4421,241724659.9798631,-921001548.2546519,0,869308712.4246918,870459851683.8279
341,33900.268656202476,155889620628.00024,242032996.2789587,-922148470.7743593,0,870573420.4000149,870460091765.5435
342,33913.270326990554,155889491576.75845,239903877.04401866,-920874575.116261,0,868017149.6805351,870458365687.0781
343,33916.57254736986,155888602500.99777,240335263.38608706,-922968784.1209801,0,874923430.5930349,870458151893.5266
344,33920.7119199513,155887739013.7455,241183806.2639505,-918781031.0448118,0,872378481.9319222,870458178062.8762
345,33930.927627840785,155891225808.40555,242005855.85572943,-923844946.3425224,0,881208653.6122799,870461134253.8009
346,33922.39326939512,155889013508.57645,241308763.9059842,-922800978.0854867,0,878960120.3075111,870459156810.1444
347,33917.52974994474,155891172042.91202,239544940.8118602,-921873798.4317371,0,875930005.1290883,870459194838.4376
348,33898.34565127806,155890094394.93704,240547220.03869137,-921310719.2757853,0,871588537.2756714,870459254742.9772
349,33902.19639272475,155889187220.99994,240049848.3936,-922060534.6428778,0,868706006.3187971,870458297514.2292
350,33908.52233153077,155890114854.09998,242413339.46513903,-922248568.2786249,0,878958354.0302159,870460704405.7699
351,33934.220257487395,155889856877.44745,239782805.49649402,-920681629.8084885,0,876382271.9896766,870458507565.2693
352,33896.65354148173,155889259580.94125,242924799.89325693,-921078762.1504364,0,870801151.6340617,870460524188.1617
353,33907.26245904595,155890824548.11996,241181785.44446784,-922836872.5260769,0,872853993.6645182,870460231317.6094
354,33901.58861157795,155889408738.41858,242928684.76022205,-921342400.01924,0,871608074.6485782,870460627185.3315
355,33901.81505116403,155890077918.8977,241787885.80106348,-921813514.7544464,0,871597630.2671107,870460196838.9535
356,33912.907036703386,155889826058.40363,243417869.39532563,-919376483.4391904,0,877863603.2666668,870461241772.0605
357,33917.02197258268,155890833951.3613,241217017.30667686,-923205285.1632262,0,874894365.9942693,870460269826.8607
358,33903.076418703895,155887792199.06638,242227877.44727758,-919202035.5338191,0,871296882.0886043,870459015264.5983
359,33923.61905304597,155889659254.01517,241957996.17140073,-922262227.9015182,0,881616145.0580181,870460062776.9141
360,33932.396184907266,155890347926.84116,240932758.60179242,-920352704.2025527,0,877544874.1206218,870459697614.1139
361,33893.63272673352,155890118800.42288,241551795.6269705,-921451712.9763278,0,867105930.8921252,870460035663.6494
362,33896.71177955162,155890009532.95023,239051408.40989363,-921082365.5565984,0,863279414.3472929,870458052946.3219
363,33905.74334766922,155887622240.69516,239568391.03906068,-921646408.052128,0,868179253.7466875,870456912986.3363
364,33909.17977555856,155889125491.377,241448776.0625155,-921776817.6581028,0,872402289.9352661,870459319649.6196
365,33914.666879429344,155889991793.76978,243167603.4131783,-922472298.4565065,0,877050012.4371765,870461201985.8428
366,33931.9898480912,155889154461.84225,242174342.29642683,-920646015.8900009,0,880645628.4471582,870459877279.018
367,33930.74895589283,155891299244.79617,241713029.84993818,-920367643.0986748,0,879169017.1922468,870460908286.6053
368,33917.714473190375,155889443838.6705,240496591.65654713,-921257387.185259,0,870689005.8622881,870458794270.7246
369,33902.97663114048,155890172661.76724,240360819.7370944,-921561942.5579472,0,872774584.6359373,870459166266.2219
370,33914.7354192837,155889926114.90427,238933743.0830244,-920863246.4925834,0,872025612.4969318,870457906468.2955
371,33912.14808708811,155889150716.59167,241009558.8477781,-920373692.435808,0,868040458.7055379,870458981593.3684
372,33910.80025413287,155892240690.18826,242118386.9617376,-921113056.4266882,0,877245317.9816172,870461838184.9971
373,33919.200464273395,155890532319.8354,240827819.66130343,-920721604.4865791,0,878057662.4017093,870459744679.1326
374,33894.733483167525,155891836917.8643,241257293.98266855,-919961253.9236724,0,865554716.2948803,870460901687.9839
375,33912.970798865106,155890034413.80655,241004046.59596777,-919958540.3519149,0,864669197.4846405,870459540990.4633
376,33912.52308406041,155889389321.6247,239941726.64930013,-922391296.4571006,0,873219514.3556699,870458351316.6328
377,33896.30895107748,155890110884.90936,242849229.01951784,-920872863.0216486,0,875310212.788358,870461012502.0577
378,33905.00512329244,155890055130.83148,241778921.79200634,-922424216.5361139,0,878627853.8071014,870460184964.6312
379,33905.358099918354,155889685088.13266,240603927.36322284,-922717096.7926354,0,866869532.3335055,870459051414.4094
380,33903.706036483636,155889043923.09842,240063393.3584296,-920727976.3893474,0,869824093.3126941,870458196067.9727
381,33908.94848796044,155888632194.561,241426463.41922617,-921155437.7043685,0,871437451.67007,870458975688.7872
382,33899.48881793399,155890582447.3829,241342263.95285702,-921870087.112354,0,874982676.8591574,870460183813.2664
383,33898.11242441758,155890369627.65698,241193297.4041048,-921437987.9345746,0,865667699.8729539,870459925464.9532
384,33909.24771120688,155888305223.11487,241721171.7694588,-919718348.1352587,0,871943324.2702433,870458967827.2073
385,33909.870232787434,155890501549.33594,241040702.59912205,-920197928.5741471,0,872441733.1546694,870459876010.2572
386,33917.346117568166,155887673931.83914,241511538.2694049,-922366980.1568507,0,874309643.3398246,870458437805.3557
387,33913.21243559207,155888817861.3397,241518225.66939297,-921640522.8271866,0,879543965.6458373,870459174180.419
388,33897.19854437134,155889577494.7993,242350968.7211218,-920870659.3778366,0,870096462.4244351,870460288255.0836
389,33926.10636474186,155890031963.6138,241774239.23248148,-921620605.0338948,0,880472931.2847025,870460152984.8446
390,33917.89123722071,155890762015.90063,240522468.1340127,-921400992.9425318,0,874425144.1305801,870459668097.4304
391,33920.75440716205,155889782404.86554,241416292.12204748,-919643242.5828578,0,881105023.4209698,870459691174.6069
392,33901.78444568383,155890183453.75903,238703531.9739261,-921387207.2642876,0,868435185.4022527,870457905396.4979
393,33904.617013033865,155889376479.34106,241585784.83902422,-921440530.6348627,0,875528852.8363926,870459583966.5227
394,33918.7339905362,155888179118.76758,241527565.15981045,-920948000.6997774,0,877908875.4938278,870458756763.7047
395,33909.707003242554,155889396461.64767,240709371.9499171,-920194030.6791366,0,873757923.7764552,870458909847.0884
396,33918.03091200068,155888511910.9746,240742757.0565949,-918559774.827271,0,879260804.6754643,870458340279.3655
397,33922.99439395604,155890207894.57144,241799568.45417485,-921109436.2200692,0,879268310.3121893,870460279863.9044
398,33894.306719107044,155890950400.71646,239680502.190449,-921288650.6326531,0,868821341.2396065,870459144527.7649
399,33925.05994682891,155889233445.60806,241000437.4060172,-920179233.2181814,0,880322366.4591959,870459026501.6616
400,33914.44511764493,155889980198.19263,241322577.66206512,-921045085.6798426,0,870307387.8468971,870459765220.4199
401,33897.9294141057,155891685217.73877,242587692.30605978,-921838936.0373666,0,869944063.8199941,870461845019.9572
402,33887.72717295966,155890116657.65472,239341604.6786576,-920616990.7888641,0,861904852.7306406,870458336248.1555
403,33915.77073678362,155890586469.69983,242453796.28101555,-921171098.3209256,0,875630486.1588439,870461022971.6884
404,33910.466892445984,155890186966.98755,241881356.60808882,-920123759.3129184,0,870727001.55901,870460311408.0034
405,33924.5857746306,155889279567.401,241361911.1237272,-922400942.521648,0,880079037.256913,870459364538.171
406,33922.82282550036,155887536933.67282,241829781.50245437,-919344964.719205,0,883574254.7118056,870458550229.3091
407,33913.62299577482,155889798933.5784,241892602.41706744,-922425656.7178482,0,875492631.4958051,870460104661.8103
408,33904.676806017575,155888309128.3306,244116555.77272853,-922898152.480737,0,873721992.4430783,870460843157.5148
409,33903.190800167766,155890826937.82422,240733893.07770553,-919838010.5504503,0,873149830.7214584,870459848669.7583
410,33924.980500154394,155890227564.95346,240373140.1627206,-920037403.3566622,0,880738712.5184602,870459188025.2777
411,33906.03307092003,155891374219.21838,240490583.19252452,-920832690.1832618,0,869243872.629675,870460030629.2573
412,33902.66471322609,155889759195.05606,240430122.9110055,-922364740.3483194,0,867943233.8860545,870458961621.2756
413,33894.53707048191,155890450762.57642,241314390.49165517,-923458683.3061417,0,867219420.8340305,870460100311.4689
414,33904.29514208277,155890753357.17456,242381036.76535386,-922703978.2150615,0,872776939.9453344,870461097369.1462
415,33907.45174882174,155888381912.92374,240151894.01516125,-921830751.4153763,0,869303074.6716284,870457852546.1556
416,33917.92662424306,155889959478.5316,240309979.63299862,-921961270.1742561,0,873652753.084699,870458994315.3019
417,33906.83875412585,155892016977.3053,241983997.4964232,-920665569.5713667,0,874741237.292077,870461583272.1384
418,33901.93142853366,155891054307.86905,242461986.06335637,-922174949.0912213,0,869868364.2652196,870461345032.5421
419,33901.72537336415,155889755222.4377,241027651.7539797,-921149579.5897524,0,871508950.3542604,870459397066.4916
420,33908.622167460766,155888659485.57486,241641494.62244117,-921182477.7309798,0,873063484.5063816,870459158123.096
421,33913.305925316716,155889216445.63736,241255445.12084895,-921136565.7772883,0,874131297.3565036,870459223045.4788
422,33918.83244553399,155889008832.14127,240965651.57614523,-922219863.6867386,0,876411583.7227266,870458884092.3241
423,33901.33950884581,155890047856.60272,241181268.65960205,-921597047.0198252,0,872579062.8670892,870459711378.3107
424,33892.07137822559,155889392108.11203,241079071.6945672,-921128229.239764,0,870116573.983376,870459201045.3955
425,33906.92347004565,155890225866.91498,242180898.86392227,-922411226.5042171,0,869351602.1112864,870460599432.7607
426,33916.24123915383,155889066790.84055,242092627.38138574,-921665647.5848966,0,880829086.6484584,870459774267.3347
427,33900.25239056822,155889310152.8103,242627822.42887825,-920176785.3579786,0,870486625.7812321,870460315441.6345
428,33904.69321284643,155889862271.98978,242335951.01815587,-923210330.4155847,0,875022215.0628641,870460494827.8496
429,33897.291771921075,155890516692.13712,240338946.4262926,-920627967.8416382,0,868775661.2034922,870459358062.6378
430,33914.63289158162,155890258385.30637,242014062.6615026,-922722493.4140142,0,874996473.034328,870460497989.2104
431,33922.50080085193,155890002272.26807,241993983.35468495,-921493907.1827716,0,880961931.9109138,870460302042.9763
432,33906.53961221408,155889480664.71457,240045699.44906372,-919875771.979615,0,869597380.4685624,870458453169.4857
433,33920.86137144548,155891335889.10223,240972885.0927855,-920779808.4495937,0,873256493.3401891,870460373560.4342
434,33909.63969729302,155890596099.1362,239490978.60878074,-921657617.0254667,0,869805337.1058092,870458777965.14
435,33903.378811402275,155890310830.50336,242661985.6904795,-920176775.4081873,0,875079483.9240716,870460990364.8907
436,33906.19568135948,155889245854.31732,240980676.38295498,-921266640.9260923,0,870006947.7550108,870459034571.6654
437,33921.677471139585,155889159288.5666,242218368.16866428,-919980156.9297758,0,883278137.1281021,870459905603.6854
438,33906.27284125001,155889812065.6435,240529514.72193366,-919345688.8566439,0,868612131.7562717,870459026788.8384
439,33911.12095566536,155890233537.0304,243206092.98251384,-922307223.2378353,0,879200285.0541239,870461385971.1571
440,33912.553133446025,155890683535.6184,241081748.753967,-922121227.2605536,0,876766901.8819345,870460054906.9414
441,33909.05677710307,155889927914.28394,240781814.26162437,-921262184.0938376,0,874971085.3378574,870459324484.3762
442,33912.64960097954,155890757363.31802,241218223.82131973,-921236013.6634833,0,877073857.3180952,870460193286.4949
443,33923.88257050557,155891489017.1795,241769996.89835763,-922488752.7977465,0,877518419.0644068,870461104571.4513
444,33916.372090217745,155890151734.45578,241204980.02406743,-919250741.6521789,0,874343203.0458218,870459761357.9794
445,33902.71400206058,155889665770.67563,242906812.4777801,-923045105.7701885,0,871204151.5007447,870460801048.8356
446,33895.74648148392,155890500222.63797,241227107.20019883,-921170499.7149501,0,868135306.0640196,870460032312.554
447,33899.30882766922,155889497539.9082,241715277.6417494,-921310362.3220114,0,869560873.5159366,870459757177.184
448,33909.7718528513,155889826036.22153,240330009.92518738,-923776122.1078376,0,878824514.7901692,870458951318.4609
449,33900.75951898209,155889622704.54684,241611627.12296766,-921086542.3206058,0,870005425.0911604,870459756450.749
450,33897.48694131289,155889072310.63977,241985911.5202136,-921031166.7866725,0,871334773.0497373,870459685521.324
451,33906.11467099679,155889555742.8648,241056875.14529273,-921942575.4220276,0,873710319.9577442,870459304249.4929
452,33918.81958838736,155890231717.18457,240741296.73873374,-920317913.6935346,0,877635550.6141437,870459476540.9653
453,33925.36651109929,155888283221.84235,240305474.89661366,-920653063.4875877,0,875527285.5780461,870457887367.3003
454,33909.72812919628,155891547413.96414,240368248.28275156,-921704177.1950736,0,873965616.9954388,870460062317.1414
455,33909.86139615506,155890183545.9683,242743241.58384526,-921585549.2353756,0,875427606.3841058,870460990778.4203
456,33910.391124086054,155890613369.23065,241325984.5330852,-921734654.8203876,0,873627566.7935985,870460189332.1279
457,33907.161396194206,155890756755.69962,240472486.89685896,-921189256.3296213,0,869451496.2179352,870459622605.2161
458,33933.38917768867,155891479309.95557,240223986.0784138,-922325304.1999716,0,875487718.235107,870459916521.5474
459,33909.806962768314,155889857853.7381,242301085.00621578,-917581084.6364161,0,872632027.4271392,870460382593.2856
460,33926.157543346446,155888125352.41006,241830099.5765911,-920525113.5483947,0,880695210.8600663,870458948404.2184
461,33896.952562577935,155889888792.54547,239851591.02119544,-922734380.5186692,0,865562488.3963691,870458609522.8574
462,33913.81524586104,155892077850.4273,240580417.24579886,-920765343.4052093,0,876614277.8373227,870460553247.6053
463,33914.481195982415,155891935804.40985,241552215.4292481,-923062967.7803954,0,875396105.1275296,870461236466.3474
464,33912.32384816081,155888800585.772,242255700.46656415,-921836833.4161373,0,884572524.0341669,870459729059.613
465,33914.73387775455,155891566607.11002,240072640.07521528,-920748409.982309,0,878466425.8963522,870459836660.9685
466,33901.53777955978,155891522108.27374,242928265.1418523,-922352479.3185214,0,867876674.79513,870462005351.2037
467,33900.81407443744,155887885136.69894,240192805.9627818,-921974269.4772986,0,871122062.5741568,870457564837.8032
468,33919.341324762056,155890938734.96454,241277772.95907587,-921172063.5686283,0,872868532.8890886,870460354293.0007
469,33900.113908942985,155890822116.1152,241396961.95971438,-921402691.9473704,0,872903614.56217,870460373458.8898
470,33895.61695080862,155890715179.69565,241964573.4365877,-922243339.169388,0,871514308.1547033,870460748653.4629
471,33917.023089044655,155889400446.50485,241539910.9403865,-921045570.7847011,0,875841160.0147424,870459557831.5419
472,33909.680440868055,155890429365.29828,241196824.66092968,-921794695.8805488,0,872963345.7305652,870459972115.5034
473,33895.51718672088,155890415820.50696,241427996.40653747,-921387133.5435934,0,866220791.985558,870460130903.338
474,33908.553138630676,155890261324.53445,242515196.43363523,-923327794.9563677,0,873857872.8103522,870460891508.3522
475,33913.94551516213,155891568666.43018,241143101.89380726,-920340461.2205608,0,878479948.3673259,870460648760.1783
476,33922.187865558364,155890285880.55325,242350809.97061223,-919531052.3330063,0,880732305.2242539,870460727936.7167
477,33928.1629268169,155890683353.7814,240397534.894842,-922177622.2675174,0,883059023.8778247,870459534814.9594
478,33905.97364544332,155890014731.48645,242202941.43107772,-921459360.5888317,0,873579708.219673,870460466221.619
479,33902.73006214039,155890036710.26443,241339112.58537778,-921449593.1257602,0,872209273.6838454,870459822325.9353
480,33907.148663698805,155888811560.46457,239833086.045106,-920712240.7993948,0,870876756.2108098,870457869711.9028
481,33900.27189614964,155890472066.80124,239517750.87863716,-921753759.8726411,0,871385662.6907854,870458720705.0781
482,33923.811449141416,155890582361.11972,240083537.95862353,-922596341.7079774,0,874053398.9703802,870459232642.7617
483,33928.69014546817,155889734507.56088,241858179.13343388,-921959407.0361774,0,880000363.7109869,870460030204.2324
484,33902.15468350751,155889018572.7846,242236853.75874466,-919760466.6595235,0,872731580.1350021,870459823411.0443
485,33904.66163894614,155889314285.02066,240818181.04734457,-921790088.5247099,0,872159242.2837709,870458962973.3237
486,33916.90541475949,155890251470.44702,244198560.18645588,-919787424.8389785,0,872934343.7513521,870462115749.1382
487,33926.55656710688,155890619905.63367,240840874.05337778,-920058763.3715813,0,880911964.1706942,870459799845.2676
488,33917.5841154932,155890411152.8149,241538742.30703026,-921288885.3895161,0,874873722.0848725,870460214229.3267
489,33920.901398938346,155889700766.65024,240558473.95140392,-920772991.9664099,0,877598271.0808024,870459000984.5145
490,33912.06948402504,155891207403.02777,239554460.3293981,-923943936.5664258,0,871327201.9916099,870459255052.0856
491,33917.101390952295,155890047430.3661,239555508.8201218,-921186418.2480285,0,873549854.8694204,870458465563.487
492,33911.67802448333,155890487428.36368,241287802.47305772,-921496163.5974102,0,873518303.482871,870460074894.8823
493,33906.376045508194,155888916616.89175,240504811.09620315,-922038724.0127409,0,872100053.4295499,870458469608.4247
494,33913.97540981308,155887431022.75897,243450659.98823744,-923048005.9875436,0,881299806.7784411,870459771586.4639
495,33931.03489349984,155890412680.78445,241612999.6235166,-922442919.3851318,0,877382721.405284,870460289624.251
496,33901.37196296317,155889966345.06808,242336705.45637894,-921049065.0855453,0,866560987.853463,870460529466.1749
497,33901.24013978609,155892772861.24005,240972829.68863282,-921265148.6524036,0,873208856.0049275,870461309984.5895
498,33920.75654282041,155889013014.70148,240430857.4365774,-922713193.4719013,0,877304649.4618477,870458486986.7623
499,33902.69119135057,155891781325.51837,240667662.79000148,-922171683.4041504,0,872568059.1471924,870460448404.7422
500,33920.043058100644,155889220577.0324,240925471.9662546,-921242460.5053686,0,879267143.1575794,870458975736.5946
501,33919.004184482124,155889365024.83417,240590560.05442783,-920810316.5652604,0,876022754.885939,870458807289.7754
502,33906.14818860948,155890327510.00302,240167747.96902806,-922033512.7851754,0,875411509.4356376,870459125955.192
503,33921.987801794836,155888169362.79694,239806814.21482983,-921618650.479018,0,874484902.0364368,870457448923.2788
504,33900.82695561443,155890768086.21182,241453945.49352822,-921461749.8138775,0,872880927.1165336,870460382501.8679
505,33916.731906962086,155891413914.10062,242095163.06193742,-921364860.1138214,0,878109738.9909977,870461289226.4355
506,33912.220004952964,155891827276.21194,241186259.9056294,-922220590.1698796,0,872389885.4221773,870460873659.3768
507,33913.66416725323,155889587904.76526,242186801.8657638,-922032593.7607076,0,871942198.9870551,870460185554.1561
508,33914.281471446404,155887156313.5722,241094407.37429535,-921986002.7569997,0,871724337.0481541,870457780376.4424
509,33900.85314159888,155888991879.5923,239430713.30137643,-923471963.3993506,0,870497169.155444,870457719567.9288
510,33914.76827373375,155889157556.518,239975159.54510388,-922973790.7575749,0,876853516.9541119,870458237394.8392
511,33894.93189615659,155891231702.36942,242062692.05137542,-921619335.750176,0,873003649.4907364,870461148895.6584
512,33931.914463361616,155889847379.2481,241097543.6313243,-921050023.0016303,0,882942917.1422274,870459510163.3466
513,33907.679832626105,155890308207.0335,241048930.07729098,-921069698.8643687,0,872690164.439216,870459770714.2211
514,33914.64439992834,155890592408.68692,241539100.45747057,-922032809.8816425,0,876293439.7288973,870460343043.2125
515,33898.059871701116,155890805100.4981,241357180.2790867,-920854590.7927179,0,866256475.9455343,870460323672.5045
516,33891.08829001044,155889785477.85867,240597301.49559858,-921145989.5782983,0,864033659.7576739,870459089059.2
517,33911.86567060593,155890334641.4774,242350778.89871764,-921258859.1447881,0,877385934.8251119,870460786372.1785
518,33898.28309134005,155889604082.5611,242540947.68808287,-922274987.7202033,0,870721905.848443,870460471259.9634
519,33915.92758761732,155891854325.46658,241692208.4936101,-921949059.8528495,0,878215674.215024,870461274688.9039
520,33908.593777139016,155889270370.67017,243059385.20662072,-920694588.4155179,0,872340578.6298974,870460626469.4017
521,33905.00570356275,155889095343.7067,242284842.19314498,-922918601.0923156,0,873763942.1231996,870459955503.8378
522,33917.516310641215,155891027295.07855,242228351.55934048,-922436666.8898176,0,878881743.8969953,870461156223.153
523,33914.296491220965,155891261453.5753,241019136.38038385,-921157971.6997399,0,877372499.7387534,870460366209.3243
524,33914.89444902994,155888735852.2716,241015446.29815924,-921350309.7051722,0,872559672.7883521,870458732401.4279
525,33913.961547878374,155889516561.35806,240819768.99356535,-921461706.7832954,0,875001449.0823659,870459090342.7019
526,33925.58473222987,155889639124.58133,242007544.32132095,-922139199.6900337,0,880861934.5821587,870460084773.3168
