ParticleID,InitialSpeed(m/s),InitialPosX(m),InitialPosY(m),InitialPosZ(m),CollisionType,MinEarthDistance(m),MinJupiterDistance(m)
68,33913.43394712509,155889357753.35056,243494521.15751642,-923751351.5423707,0,875680881.6175593,870461059442.3156
69,33913.38440534538,155890365248.1994,240964000.9362348,-920665600.5772911,0,874970663.7921555,870459737209.6808
70,33900.80424686805,155888907288.7586,239589559.30257288,-923303860.2987565,0,872622473.80461,870457785145.7921
71,33923.15982212403,155890694935.1324,241285790.65117702,-918518164.3978926,0,878107314.5407404,870460164931.7123
72,33914.73687747871,155890433349.45004,243289720.8614413,-921158658.3078747,0,874133131.9210523,870461560945.1141
73,33892.22733803458,155889840637.72717,239675139.61012894,-921744600.4041682,0,864251816.2423884,870458428970.7765
74,33914.74851187077,155890770522.95563,241877443.4207004,-920091174.0148764,0,873170852.422101,870460687755.2322
75,33909.304219298116,155889812731.56818,241201594.07119364,-919068548.8694061,0,870124505.3665992,870459537189.7859
76,33915.03508837337,155890815432.3208,243444414.11601543,-920540308.6358726,0,873119835.1343247,870461917982.6154
77,33895.9342891672,155890484195.09024,242247316.55180216,-920783586.4920532,0,868741716.7541887,870460793515.3436
78,33906.378129766024,155889362694.9678,240304983.0230802,-920622732.3530027,0,872508952.4943994,870458585759.909
79,33911.33318050615,155889007483.71597,242130544.680148,-921926832.2499452,0,873781914.7521845,870459767389.7468
80,33892.72119433178,155889910153.71805,241342413.89214933,-921080769.4189357,0,866537735.3506663,870459735963.0549
81,33910.17741792733,155888741989.61694,241585726.3526191,-920860910.5391642,0,868807858.9172769,870459163064.0701
82,33911.59426665886,155891363000.4805,241220971.66984445,-920716824.3496218,0,874122593.2739671,870460578809.8124
83,33900.985329626164,155889581018.2331,240249135.66584027,-922118776.2852348,0,871993004.1931823,870458705658.544
84,33919.038656900826,155891482836.26285,240105350.22789273,-923127391.0716752,0,878891390.1406853,870459841006.2627
85,33915.20299133774,155889745085.8221,242784201.13054127,-921841665.3429112,0,877510740.9263176,870460741765.9795
86,33896.48271666571,155890407091.46564,240451807.2681908,-922375746.5640777,0,867839609.2073246,870459399037.2365
87,33912.854366168634,155889333535.0854,241197170.44387758,-923276488.5964533,0,871064311.4220066,870459285332.6755
88,33915.192158407684,155888171836.21658,242577877.36232564,-922627580.8134037,0,876811021.7386574,870459578359.784
89,33915.56454877325,155889199968.9209,241179072.8245931,-921978841.4404613,0,876813271.1899614,870459167457.2461
90,33909.498391539426,155887975353.20554,242204012.17430004,-921004882.6528869,0,873086041.996937,870459141952.3219
91,33896.51458428151,155891512487.76813,241847076.04601312,-921619107.3502109,0,869809200.6671196,870461166474.7194
92,33899.89024871936,155889753087.72763,238713369.47077045,-920450814.934722,0,872598060.9317329,870457622323.6804
93,33921.27608497971,155889658399.3166,241788931.90714172,-920674142.4208918,0,874226118.5117241,870459909050.7218
94,33909.99994466717,155889604203.76202,240352028.28265798,-920634277.6649816,0,872178918.0474503,870458777113.4128
95,33900.387061873495,155888869103.25748,241154579.93441707,-921824078.5199716,0,875595069.3481926,870458931613.3749
96,33905.22458653945,155889450529.81882,242799257.6460975,-920693133.2172216,0,869632816.6034923,870460546156.0271
97,33913.84176721536,155888488904.5875,243005172.17497528,-921059657.5665535,0,878262704.6778061,870460085899.9877
98,33905.21927327307,155889170617.0927,241601943.08101454,-922650106.8474848,0,870816078.5212276,870459479012.4696
99,33898.528186661795,155890033526.54916,242763835.8529815,-920569718.4402074,0,870802058.1309597,870460893951.0526
100,33903.041226379246,155889787844.3712,241887615.52199027,-921572245.2607704,0,870802879.4528054,870460080566.1248
101,33893.88260750711,155891168478.61285,240612159.10009593,-920811829.2080855,0,866255202.6675681,870459989559.5242
102,33908.13076558682,155891522398.97845,240320507.85941678,-920980653.0719558,0,872514983.7625675,870459999716.3511
103,33917.52344276451,155889417362.5542,240890731.07855043,-921329353.1108297,0,875860203.7823155,870459078156.4917
104,33907.85609668629,155889555460.85,242470585.45796204,-920773934.3023769,0,873041646.7654455,870460363020.5474
105,33898.3514222306,155890602434.14743,240872994.78845075,-920960292.3282182,0,870490798.3300153,870459824912.9014
106,33908.96121856508,155889093033.3939,241681967.86770537,-921319035.5403095,0,872521955.4183736,870459471837.5686
107,33915.430090889095,155890660081.51636,240693363.60332426,-921156431.174512,0,877396895.787721,870459727638.2087
108,33925.80940233362,155890383077.16946,240921642.4828651,-920240251.9951262,0,879948139.1381389,870459711210.6265
109,33900.80908419642,155889702552.57068,242135287.59273228,-922561955.8784825,0,870571239.7495058,870460229707.924
